book_id,original_publication_year,title,author
2274,1990.0,Skinny Legs and All,Tom Robbins
2275,2009.0,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost
2276,2012.0,"In Flight (Up in the Air, #1)",R.K. Lilley
2277,2006.0,"Cross (Alex Cross, #12)",James Patterson
2278,2002.0,"All-American Girl (All-American Girl, #1)",Meg Cabot
2279,1991.0,Neither Here nor There: Travels in Europe,Bill Bryson
2280,2003.0,Boy Meets Boy,David Levithan
2281,2013.0,We Are Water,Wally Lamb
2282,2009.0,"Max (Maximum Ride, #5)",James Patterson
2283,2010.0,"Halo (Halo, #1)",Alexandra Adornetto
2284,2006.0,The Inheritance of Loss,Kiran Desai
2285,1986.0,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist
2286,1774.0,The Sorrows of Young Werther,Johann Wolfgang von Goethe
2287,2008.0,"At Grave's End (Night Huntress, #3)",Jeaniene Frost
2288,2001.0,Don't Let's Go to the Dogs Tonight,Alexandra Fuller
2289,1978.0,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley
2290,2009.0,Eating Animals,Jonathan Safran Foer
2291,2006.0,"Flyte (Septimus Heap, #2)",Angie Sage
2292,2012.0,ساق البامبو,سعود السنعوسي
2293,2011.0,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson
2294,2011.0,"Enclave (Razorland, #1)",Ann Aguirre
2295,1995.0,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel
2296,1997.0,"Unnatural Exposure (Kay Scarpetta, #8)",Patricia Cornwell
2297,1808.0,Faust: First Part,Johann Wolfgang von Goethe
2298,1995.0,Lies My Teacher Told Me,James W. Loewen
2299,2003.0,"Fool's Fate (Tawny Man, #3)",Robin Hobb
2300,2008.0,"Locke & Key, Vol. 1: Welcome to Lovecraft",Joe Hill
2301,2009.0,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness
2302,1991.0,Scarlett,Alexandra Ripley
2303,1996.0,"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton
2304,1920.0,This Side of Paradise,F. Scott Fitzgerald
2305,2012.0,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden
2306,2005.0,"Every Which Way But Dead (The Hollows, #3)",Kim Harrison
2307,2016.0,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",Curtis Sittenfeld
2308,2008.0,Seven Days in the Art World,Sarah Thornton
2309,2007.0,The Children of Húrin,J.R.R. Tolkien
2310,2003.0,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey
2311,1938.0,Mr. Popper's Penguins,Richard Atwater
2312,2002.0,"Shadow Puppets (Ender's Shadow, #3)",Orson Scott Card
2313,2014.0,"The Magician's Land (The Magicians, #3)",Lev Grossman
2314,1932.0,Light in August,William Faulkner
2315,1970.0,The Trumpet of the Swan,E.B. White
2316,2013.0,Tenth of December,George Saunders
2317,2002.0,"Night Pleasures (Dark-Hunter, #1)",Sherrilyn Kenyon
2318,1995.0,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,Thomas J. Stanley
2319,2009.0,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Ally Carter
2320,2004.0,"Chronicles, Vol. 1",Bob Dylan
2321,1989.0,The Lost Continent: Travels in Small Town America,Bill Bryson
2322,2011.0,Dreams of Joy (Shanghai Girls #2),Lisa See
2323,1998.0,Tell Me Your Dreams,Sidney Sheldon
2324,1939.0,"By the Shores of Silver Lake  (Little House, #5)",Laura Ingalls Wilder
2325,1988.0,"The Player of Games (Culture, #2)",Iain M. Banks
2326,1960.0,The Cricket in Times Square,George Selden
2327,2002.0,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni
2328,1953.0,Junky,William S. Burroughs
2329,1981.0,Getting to Yes: Negotiating an Agreement Without Giving In,Roger Fisher
2330,2012.0,"Mile High (Up in the Air, #2)",R.K. Lilley
2331,2015.0,November 9,Colleen Hoover
2332,2016.0,"Everything We Keep (Everything We Keep, #1)",Kerry Lonsdale
2333,2012.0,"The Mighty Storm (The Storm, #1)",Samantha Towle
2334,2011.0,The Song of Achilles,Madeline Miller
2335,2016.0,The Girl with the Lower Back Tattoo,Amy Schumer
2336,-400.0,The Bhagavad Gita,Krishna-Dwaipayana Vyasa
2337,1987.0,The New York Trilogy,Paul Auster
2338,2000.0,Esperanza Rising,Pam Muñoz Ryan
2339,1955.0,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger
2340,1996.0,Sex and the City,Candace Bushnell
2341,1997.0,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",Laurell K. Hamilton
2342,1886.0,Beyond Good and Evil,Friedrich Nietzsche
2343,1995.0,The Watsons Go to Birmingham - 1963,Christopher Paul Curtis
2344,1975.0,Factotum,Charles Bukowski
2345,2012.0,"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa
2346,2009.0,Columbine,Dave Cullen
2347,1993.0,"Lasher (Lives of the Mayfair Witches, #2)",Anne Rice
2348,2010.0,Yellow Crocus,Laila Ibrahim
2349,2012.0,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen
2350,2012.0,The Chaperone,Laura Moriarty
2351,1992.0,"All That Remains (Kay Scarpetta, #3)",Patricia Cornwell
2352,1996.0,The Regulators,Richard Bachman
2353,1990.0,Season of Mists (The Sandman #4),Neil Gaiman
2354,2006.0,Judge & Jury,James Patterson
2355,1861.0,Silas Marner,George Eliot
2356,2013.0,"Origin (Lux, #4)",Jennifer L. Armentrout
2357,2001.0,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan
2358,2012.0,"Beautiful Redemption (Caster Chronicles, #4)",Kami Garcia
2359,2010.0,The Distant Hours,Kate Morton
2360,2016.0,I Let You Go,Clare Mackintosh
2361,1886.0,"Kidnapped (David Balfour, #1)",Robert Louis Stevenson
2362,1988.0,"Friday Night Lights: A Town, a Team, and a Dream",H.G. Bissinger
2363,2007.0,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff
2364,2011.0,"The Vincent Boys (The Vincent Boys, #1)",Abbi Glines
2365,1846.0,The Cask of Amontillado,Edgar Allan Poe
2366,8.0,Metamorphoses,Ovid
2367,1994.0,In the Time of the Butterflies,Julia Alvarez
2368,1999.0,Gap Creek,Robert Morgan
2369,2011.0,"Half-Blood (Covenant, #1)",Jennifer L. Armentrout
2370,1993.0,The Legend of Sleepy Hollow (Graphic Novel),Bo Hampton
2371,2006.0,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",Jen Lancaster
2372,2012.0,The Witness,Nora Roberts
2373,2001.0,"Blindsighted (Grant County, #1)",Karin Slaughter
2374,1971.0,Angle of Repose,Wallace Stegner
2375,1974.0,"Tinker, Tailor, Soldier, Spy",John le Carré
2376,2000.0,"Lord Brocktree (Redwall, #13)",Brian Jacques
2377,2013.0,"Through the Ever Night (Under the Never Sky, #2)",Veronica Rossi
2378,2007.0,Barefoot,Elin Hilderbrand
2379,2005.0,My Friend Leonard,James Frey
2380,1955.0,Cat on a Hot Tin Roof,Tennessee Williams
2381,2008.0,"The Final Warning (Maximum Ride, #4)",James Patterson
2382,2002.0,"Golden Fool (Tawny Man, #2)",Robin Hobb
2383,2003.0,"Split Second (Sean King & Michelle Maxwell, #1)",David Baldacci
2384,2011.0,"The Fifth Witness (Mickey Haller, #5; Harry Bosch Universe, #20)",Michael Connelly
2385,1988.0,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams
2386,2000.0,"Persepolis, Volume 1",Marjane Satrapi
2387,1994.0,"At Home in Mitford (Mitford Years, #1)",Jan Karon
2388,2010.0,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh
2389,2004.0,"Scorpia (Alex Rider, #5)",Anthony Horowitz
2390,2014.0,"The Queen of the Tearling (The Queen of the Tearling, #1)",Erika Johansen
2391,2008.0,"One False Note (The 39 Clues, #2)",Gordon Korman
2392,2002.0,"Tithe (Modern Faerie Tales, #1)",Holly Black
2393,2001.0,"Echo Burning (Jack Reacher, #5)",Lee Child
2394,2007.0,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",L.J. Smith
2395,2015.0,"Never Never (Never Never, #1)",Colleen Hoover
2396,2011.0,Into the Darkest Corner,Elizabeth Haynes
2397,1985.0,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),Richard Lancelyn Green
2398,2000.0,"Roses are Red (Alex Cross, #6)",James Patterson
2399,2003.0,"Naked Empire (Sword of Truth, #8)",Terry Goodkind
2400,2005.0,"Map of Bones (Sigma Force, #2)",James Rollins
2401,2015.0,The Stranger,Harlan Coben
2402,2008.0,"Unbelievable (Pretty Little Liars, #4)",Sara Shepard
2403,1924.0,A Passage to India,E.M. Forster
2404,2012.0,"Seraphina (Seraphina, #1)",Rachel Hartman
2405,2006.0,"Morrigan's Cross (Circle Trilogy, #1)",Nora Roberts
2406,1985.0,"The Mammoth Hunters (Earth's Children, #3)",Jean M. Auel
2407,2008.0,"Princeps' Fury (Codex Alera, #5)",Jim Butcher
2408,1970.0,"Love Story (Love Story, #1)",Erich Segal
2409,1991.0,Chrysanthemum,Kevin Henkes
2410,2012.0,"Sweet Evil (Sweet, #1)",Wendy Higgins
2411,1971.0,"The Winds of War (The Henry Family, #1)",Herman Wouk
2412,2012.0,"The Wind Through the Keyhole (The Dark Tower, #4.5)",Stephen King
2413,2004.0,"The Last Kingdom (The Saxon Stories, #1)",Bernard Cornwell
2414,1985.0,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Michael E. Gerber
2415,1979.0,"Bunnicula (Bunnicula, #1)",James Howe
2416,1990.0,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore
2417,2012.0,"Ascend (Trylle, #3)",Amanda Hocking
2418,2007.0,"The Keeper of Lost Causes (Department Q, #1)",Jussi Adler-Olsen
2419,1994.0,Of Love and Other Demons,Gabriel García Márquez
2420,2009.0,The Demigod Files (Percy Jackson and the Olympians),Rick Riordan
2421,2007.0,Musicophilia: Tales of Music and the Brain,Oliver Sacks
2422,2016.0,"End of Watch (Bill Hodges Trilogy, #3)",Stephen King
2423,2009.0,Fool,Christopher Moore
2424,2006.0,The Book of Lost Things,John Connolly
2425,2004.0,My Life,Bill Clinton
2426,1998.0,300,Frank Miller
2427,2010.0,"Storm Warning (The 39 Clues, #9)",Linda Sue Park
2428,2010.0,"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter
2429,2003.0,"Persuader (Jack Reacher, #7)",Lee Child
2430,2005.0,"Grave Sight (Harper Connelly, #1)",Charlaine Harris
2431,1997.0,"Flaggermusmannen (Harry Hole, #1)",Jo Nesbø
2432,2007.0,"Blood Brothers (Sign of Seven, #1)",Nora Roberts
2433,1995.0,Picture Perfect,Jodi Picoult
2434,1994.0,"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)",Nobuhiro Watsuki
2435,2011.0,Catching Jordan,Miranda Kenneally
2436,1988.0,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson
2437,2013.0,"This Girl (Slammed, #3)",Colleen Hoover
2438,1997.0,There Was an Old Lady Who Swallowed a Fly,Simms Taback
2439,1980.0,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman
2440,1988.0,The Satanic Verses,Salman Rushdie
2441,2009.0,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick
2442,1992.0,Winning,Jack Welch
2443,2013.0,"Collide (Collide, #1)",Gail McHugh
2444,2009.0,How We Decide,Jonah Lehrer
2445,1994.0,"The Beekeeper's Apprentice (Mary Russell, #1)",Laurie R. King
2446,1931.0,The Story of Babar,Jean de Brunhoff
2447,2011.0,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",Michael Scott
2448,2008.0,"First Lord's Fury (Codex Alera, #6)",Jim Butcher
2449,2010.0,The Imperfectionists,Tom Rachman
2450,2012.0,The Sea of Tranquility,Katja Millay
2451,2001.0,"Persepolis 2: The Story of a Return (Persepolis, #2)",Marjane Satrapi
2452,1989.0,"Pyramids (Discworld, #7)",Terry Pratchett
2453,1985.0,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist
2454,2007.0,Before I Die,Jenny Downham
2455,2009.0,Committed: A Skeptic Makes Peace with Marriage,Elizabeth Gilbert
2456,1999.0,Keeping the Moon,Sarah Dessen
2457,2013.0,"The Transfer (Divergent, #0.1)",Veronica Roth
2458,2004.0,"Chainfire (Sword of Truth, #9)",Terry Goodkind
2459,1961.0,Mastering the Art of French Cooking,Julia Child
2460,2009.0,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",Kazue Kato
2461,2007.0,"Confessor (Sword of Truth, #11)",Terry Goodkind
2462,2007.0,The Reluctant Fundamentalist,Mohsin Hamid
2463,2012.0,The False Prince (The Ascendance Trilogy #1),Jennifer A. Nielsen
2464,1960.0,"Rabbit, Run (Rabbit Angstrom #1)",John Updike
2465,2006.0,Stumbling on Happiness,Daniel Todd Gilbert
2466,1922.0,The Waste Land and Other Poems,T.S. Eliot
2467,1957.0,Little Bear,Else Holmelund Minarik
2468,1842.0,The Pit and the Pendulum,Edgar Allan Poe
2469,1992.0,"Lords and Ladies (Discworld, #14; Witches #4)",Terry Pratchett
2470,2006.0,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett
2471,2006.0,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik
2472,2003.0,"The Field Guide (The Spiderwick Chronicles, #1)",Holly Black
2473,2010.0,Radical: Taking Back Your Faith from the American Dream,David Platt
2474,1988.0,The 48 Laws of Power,Robert Greene
2475,1959.0,"My Side of the Mountain (Mountain, #1)",Jean Craighead George
2476,2008.0,"The Winter Sea (Slains, #1)",Susanna Kearsley
2477,2009.0,"The Sword Thief (The 39 Clues, #3)",Peter Lerangis
2478,1977.0,Coma,Robin Cook
2479,1978.0,Requiem for a Dream,Hubert Selby Jr.
2480,2003.0,"Into the Wild (Warriors, #1)",Erin Hunter
2481,1970.0,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown
2482,1946.0,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",Władysław Szpilman
2483,2013.0,"Rush (Breathless, #1)",Maya Banks
2484,2009.0,The Picture of Dorian Gray: A Graphic Novel,Ian Edginton
2485,1987.0,Swan Song,Robert McCammon
2486,2015.0,The Buried Giant,Kazuo Ishiguro
2487,2000.0,"Perdido Street Station (Bas-Lag, #1)",China Miéville
2488,2008.0,"Need (Need, #1)",Carrie Jones
2489,1991.0,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett
2490,1819.0,The Legend of Sleepy Hollow and Other Stories,Geoffrey Crayon
2491,1984.0,Heretics of Dune (Dune Chronicles #5),Frank Herbert
2492,1963.0,The Cross and the Switchblade,David Wilkerson
2493,2007.0,"Captain's Fury (Codex Alera, #4)",Jim Butcher
2494,2011.0,"Damned (Damned, #1)",Chuck Palahniuk
2495,2006.0,Rules,Cynthia Lord
2496,2011.0,Swamplandia!,Karen Russell
2497,1995.0,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",Michael Connelly
2498,2002.0,Salt: A World History,Mark Kurlansky
2499,1853.0,Villette,Charlotte Brontë
2500,2011.0,Reamde,Neal Stephenson
2501,1994.0,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett
2502,2012.0,"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich
2503,2009.0,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins
2504,1992.0,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",Frank Miller
2505,1968.0,The Greatest Salesman in the World,Og Mandino
2506,1953.0,"Casino Royale (James Bond, #1)",Ian Fleming
2507,2001.0,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons
2508,1973.0,Sula,Toni Morrison
2509,2013.0,"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle
2510,2010.0,"The Red Queen (The Plantagenet and Tudor Novels, #3)",Philippa Gregory
2511,2010.0,"Something About You (FBI/US Attorney, #1)",Julie James
2512,1970.0,Mr. Brown Can Moo! Can You?,Dr. Seuss
2513,2001.0,"Black House (The Talisman, #2)",Stephen King
2514,2003.0,Marvel 1602,Neil Gaiman
2515,2006.0,"Act of Treason (Mitch Rapp, #9)",Vince Flynn
2516,2012.0,The Dog Stars,Peter Heller
2517,1963.0,The Spy Who Came In from the Cold,John le Carré
2518,2005.0,"Academ's Fury (Codex Alera, #2)",Jim Butcher
2519,1998.0,"When the Wind Blows (When the Wind Blows, #1)",James Patterson
2520,2009.0,"1Q84 BOOK 1 (1Q84, #1)",Haruki Murakami
2521,1987.0,The Pilgrimage,Paulo Coelho
2522,2006.0,"The Hard Way (Jack Reacher, #10)",Lee Child
2523,1960.0,The Incredible Journey,Sheila Burnford
2524,2004.0,March,Geraldine Brooks
2525,2012.0,"A Wanted Man (Jack Reacher, #17)",Lee Child
2526,2007.0,"All-Star Superman, Vol. 1",Grant Morrison
2527,2000.0,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)",George R.R. Martin
2528,2013.0,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)",Nora Roberts
2529,2010.0,"Dark Flame (The Immortals, #4)",Alyson Noel
2530,2016.0,The Widow,Fiona Barton
2531,2009.0,"The Black Circle (The 39 Clues, #5)",Patrick Carman
2532,2013.0,"The Prince (The Selection, #0.5)",Kiera Cass
2533,2014.0,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski
2534,1996.0,Push,Sapphire
2535,2012.0,The Story of a New Name (The Neapolitan Novels #2),Elena Ferrante
2536,1982.0,"2010: Odyssey Two (Space Odyssey, #2)",Arthur C. Clarke
2537,2004.0,"Soul Eater, Vol. 01 (Soul Eater, #1)",Atsushi Ohkubo
2538,2013.0,Ordinary Grace,William Kent Krueger
2539,2001.0,Last Man Standing,David Baldacci
2540,2006.0,American Born Chinese,Gene Luen Yang
2541,1960.0,Peter Pan (A Little Golden Book),Eugene Bradley Coco
2542,2012.0,"Ten Tiny Breaths (Ten Tiny Breaths, #1)",K.A. Tucker
2543,2010.0,The Thousand Autumns of Jacob de Zoet,David Mitchell
2544,1604.0,Dr. Faustus,Christopher Marlowe
2545,2003.0,Dance with the Devil (Dark-Hunter #3),Sherrilyn Kenyon
2546,2005.0,Lipstick Jungle,Candace Bushnell
2547,2001.0,"Violets Are Blue (Alex Cross, #7)",James Patterson
2548,1992.0,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",Anthony Robbins
2549,1998.0,"Blue Moon (Anita Blake, Vampire Hunter, #8)",Laurell K. Hamilton
2550,1998.0,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",Laurell K. Hamilton
2551,2014.0,"The Silent Sister (Riley MacPherson, #1)",Diane Chamberlain
2552,1952.0,Player Piano,Kurt Vonnegut Jr.
2553,1912.0,"The Lost World (Professor Challenger, #1)",Arthur Conan Doyle
2554,2003.0,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett
2555,1979.0,Kindred,Octavia E. Butler
2556,1940.0,"The Long Winter (Little House, #6)",Laura Ingalls Wilder
2557,1992.0,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",Henry Cloud
2558,2014.0,"Blue Lily, Lily Blue (The Raven Cycle, #3)",Maggie Stiefvater
2559,1969.0,Portnoy's Complaint,Philip Roth
2560,1998.0,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,John C. Maxwell
2561,1988.0,Cat's Eye,Margaret Atwood
2562,2012.0,"The Perfect Game (The Perfect Game, #1)",J. Sterling
2563,2010.0,"Monsters of Men (Chaos Walking, #3)",Patrick Ness
2564,2005.0,"Shadow of the Giant (Ender's Shadow, #4)",Orson Scott Card
2565,2011.0,Wonderstruck,Brian Selznick
2566,1995.0,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach
2567,2011.0,"Blood Red Road (Dust Lands, #1)",Moira Young
2568,2007.0,"The 6th Target (Women's Murder Club, #6)",James Patterson
2569,1912.0,"A Princess of Mars (Barsoom, #1)",Edgar Rice Burroughs
2570,2013.0,"MaddAddam (MaddAddam, #3)",Margaret Atwood
2571,1943.0,"These Happy Golden Years (Little House, #8)",Laura Ingalls Wilder
2572,2003.0,Color: A Natural History of the Palette,Victoria Finlay
2573,2001.0,Skipping Christmas,John Grisham
2574,1993.0,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael Connelly
2575,2012.0,Home Front,Kristin Hannah
2576,2013.0,"Beautiful Stranger (Beautiful Bastard, #2)",Christina Lauren
2577,2007.0,"The Sweet Far Thing (Gemma Doyle, #3)",Libba Bray
2578,1993.0,A Lesson Before Dying,Ernest J. Gaines
2579,1998.0,SantaLand Diaries,David Sedaris
2580,2015.0,See Me,Nicholas Sparks
2581,2010.0,"Mini Shopaholic (Shopaholic, #6)",Sophie Kinsella
2582,1956.0,Harry the Dirty Dog,Gene Zion
2583,2014.0,All Fall Down,Jennifer Weiner
2584,1933.0,Down and Out in Paris and London,George Orwell
2585,2006.0,"Maid-sama! Vol. 01 (Maid-sama!, #1)",Hiro Fujiwara
2586,1991.0,Griffin and Sabine (Griffin & Sabine #1),Nick Bantock
2587,2014.0,"Ruin and Rising (Shadow and Bone, #3)",Leigh Bardugo
2588,2008.0,يوتوبيا,أحمد خالد توفيق
2589,2000.0,Certain Girls (Cannie Shapiro #2),Jennifer Weiner
2590,2012.0,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed
2591,1999.0,"Beyond the Highland Mist (Highlander, #1)",Karen Marie Moning
2592,1980.0,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,Ann Rule
2593,2009.0,"Stargazer (Evernight, #2)",Claudia Gray
2594,1992.0,Rising Sun,Michael Crichton
2595,1973.0,The Other Side of Midnight (Midnight #1),Sidney Sheldon
2596,2010.0,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",Michael Connelly
2597,1989.0,Wayside School Is Falling Down (Wayside School #2),Louis Sachar
2598,2010.0,The Invisible Bridge,Julie Orringer
2599,2013.0,"The Fall of Five (Lorien Legacies, #4)",Pittacus Lore
2600,1886.0,The Mayor of Casterbridge,Thomas Hardy
2601,1933.0,The Red Pony,John Steinbeck
2602,2003.0,"The Devil's Star (Harry Hole, #5)",Jo Nesbø
2603,1997.0,Here on Earth,Alice Hoffman
2604,1994.0,"Taltos (Lives of the Mayfair Witches, #3)",Anne Rice
2605,2000.0,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell K. Hamilton
2606,2013.0,"The Daylight War (Demon Cycle, #3)",Peter V. Brett
2607,2008.0,The Appeal,John Grisham
2608,1986.0,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",Tamora Pierce
2609,2011.0,"Midnight Riot (Peter Grant, #1)",Ben Aaronovitch
2610,1996.0,Lucy Sullivan Is Getting Married,Marian Keyes
2611,2004.0,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett
2612,1993.0,"A Suitable Boy (A Suitable Boy, #1)",Vikram Seth
2613,2014.0,We Should All Be Feminists,Chimamanda Ngozi Adichie
2614,2011.0,"River Marked (Mercy Thompson, #6)",Patricia Briggs
2615,2006.0,I Like You: Hospitality Under the Influence,Amy Sedaris
2616,2003.0,"Pattern Recognition (Blue Ant, #1)",William Gibson
2617,2015.0,The Kind Worth Killing,Peter  Swanson
2618,2003.0,"1,000 Places to See Before You Die",Patricia Schultz
2619,2007.0,"Physik (Septimus Heap, #3)",Angie Sage
2620,1984.0,Boy: Tales of Childhood,Roald Dahl
2621,1999.0,Traveling Mercies: Some Thoughts on Faith,Anne Lamott
2622,2004.0,"Memorial Day (Mitch Rapp, #7)",Vince Flynn
2623,1992.0,"Wild Magic (Immortals, #1)",Tamora Pierce
2624,1988.0,Prelude to Foundation,Isaac Asimov
2625,1997.0,"You Are Special (Wemmicksville, #1)",Max Lucado
2626,2015.0,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renee Ahdieh
2627,2008.0,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Nicholas D. Kristof
2628,2011.0,Why We Broke Up,Daniel Handler
2629,2014.0,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas
2630,2008.0,American Wife,Curtis Sittenfeld
2631,2006.0,"Cursor's Fury (Codex Alera, #3)",Jim Butcher
2632,1996.0,"The Sparrow (The Sparrow, #1)",Mary Doria Russell
2633,1996.0,Mercy,Jodi Picoult
2634,2014.0,"The Paper Magician (The Paper Magician Trilogy, #1)",Charlie N. Holmberg
2635,2009.0,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey
2636,2011.0,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard
2637,1962.0,We Have Always Lived in the Castle,Shirley Jackson
2638,2004.0,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,Emerson Eggerichs
2639,2008.0,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",Michael Connelly
2640,1992.0,Dark Force Rising,Timothy Zahn
2641,2013.0,"Never Go Back (Jack Reacher, #18)",Lee Child
2642,2001.0,The Two Princesses of Bamarre,Gail Carson Levine
2643,1945.0,Black Boy,Richard Wright
2644,2001.0,Cane River,Lalita Tademy
2645,2006.0,"Phantom (Sword of Truth, #10)",Terry Goodkind
2646,1986.0,Foundation and Earth (Foundation #5),Isaac Asimov
2647,2000.0,Flags of Our Fathers,James D. Bradley
2648,1926.0,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",A.A. Milne
2649,1940.0,The Story of My Experiments With Truth,Mahatma Gandhi
2650,1999.0,It's Not About the Bike: My Journey Back to Life,Lance Armstrong
2651,1996.0,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose
2652,2015.0,H is for Hawk,Helen Macdonald
2653,2014.0,Us,David Nicholls
2654,1990.0,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore
2655,2009.0,"Ender's Game, Volume 1: Battle School (Ender's Saga)",Christopher Yost
2656,2006.0,"Kimi ni Todoke: From Me to You, Vol. 1",Karuho Shiina
2657,1999.0,False Memory,Dean Koontz
2658,1990.0,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett
2659,2011.0,"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts
2660,1902.0,As a Man Thinketh,James Allen
2661,2008.0,Bonk: The Curious Coupling of Science and Sex,Mary Roach
2662,2007.0,"Midnight Alley (The Morganville Vampires, #3)",Rachel Caine
2663,2013.0,The Little Paris Bookshop,Nina George
2664,2012.0,Sweet Tooth,Ian McEwan
2665,2013.0,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",Abbi Glines
2666,1996.0,"Executive Orders (Jack Ryan Universe, #9)",Tom Clancy
2667,2011.0,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp
2668,1959.0,Psycho,Robert Bloch
2669,1998.0,"Ship of Magic (Liveship Traders, #1)",Robin Hobb
2670,1967.0,Where Eagles Dare ,Alistair MacLean
2671,1990.0,Circle of Friends,Maeve Binchy
2672,2014.0,Milk and Honey,Rupi Kaur
2673,1998.0,"Rainbow Six (Jack Ryan Universe, #10)",Tom Clancy
